serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20210918_153901_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_154001_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_154101_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_154201_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_154301_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_154401_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_154501_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_154601_2_5,2,2,5,3,28,1,0,1,1,1,1,1,1,0
20210918_154701_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_154801_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_154901_2_5,2,2,5,3,28,0,1,1,1,1,1,1,1,0
20210918_155001_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_155101_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_155201_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_155301_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_155401_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_155501_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_155601_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_155701_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_155801_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_155901_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_160001_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_160101_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_160201_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_160301_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_160401_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_160501_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_160601_2_5,2,2,5,3,28,1,1,1,0,1,1,1,1,0
20210918_160701_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_160801_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_160901_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_161001_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_161101_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_161201_2_5,2,2,5,3,28,1,1,1,1,1,1,0,1,0
20210918_161301_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_161401_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_161501_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_161601_2_5,2,2,5,3,28,0,1,1,1,1,1,1,1,0
20210918_161701_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_161801_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_161901_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_162001_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_162101_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_162201_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_162301_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_162401_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_162501_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_162601_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_162701_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_162801_2_5,2,2,5,3,28,0,1,1,1,1,1,1,1,0
20210918_162901_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_163001_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_163101_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_163201_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_163301_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_163401_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_163501_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_163601_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_163701_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_163801_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_163901_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_164001_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_164101_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_164201_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_164301_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_164401_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_164501_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_164601_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_164701_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_164801_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_164901_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_165001_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_165101_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_165201_2_5,2,2,5,3,28,1,1,0,1,1,1,1,1,0
20210918_165301_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_165401_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_165501_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_165601_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_165701_2_5,2,2,5,3,28,0,1,1,1,1,1,1,1,0
20210918_165801_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_165901_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_170001_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_170101_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_170201_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_170301_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_170401_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_170501_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_170601_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_170701_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_170801_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_170901_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_171001_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_171101_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_171201_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_171301_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_171401_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_171501_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_171601_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_171701_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_171801_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_171901_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_172001_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_172101_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_172201_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_172301_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_172401_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_172501_2_5,2,2,5,3,28,1,1,1,1,1,1,0,1,0
20210918_172601_2_5,2,2,5,3,28,1,1,0,1,1,1,1,1,0
20210918_172701_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_172801_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
20210918_172901_2_5,2,2,5,3,28,1,1,1,1,1,1,1,1,1
