serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20210918_235301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210918_235401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210918_235501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210918_235601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210918_235701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210918_235801_2_4,3,2,4,2,24,0,1,1,1,1,1,1,1,0
20210918_235901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_000001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_000101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_000201_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_000301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_000401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_000501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_000601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_000701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_000801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_000901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_001001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_001101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_001201_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_001301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_001401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_001501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_001601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_001701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_001801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_001901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_002001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_002101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_002201_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_002301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_002401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_002501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_002601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_002701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_002801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_002901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_003001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_003101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_003201_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_003301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_003401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_003501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_003601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_003701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_003801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_003901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_004001_2_4,3,2,4,2,24,1,1,0,1,1,1,1,1,0
20210919_004101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_004201_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_004301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_004401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_004501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_004601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_004701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_004801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_004901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_005001_2_4,3,2,4,2,24,1,1,1,1,1,1,0,1,0
20210919_005101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_005201_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_005301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_005401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_005501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_005601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_005701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_005801_2_4,3,2,4,2,24,0,1,1,1,1,1,1,1,0
20210919_005901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_010001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_010101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_010201_2_4,3,2,4,2,24,1,0,1,1,1,1,1,1,0
20210919_010301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_010401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_010501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_010601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_010701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_010801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_010901_2_4,3,2,4,2,24,1,1,0,1,1,1,1,1,0
20210919_011001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_011101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_011201_2_4,3,2,4,2,24,1,1,1,0,1,1,1,1,0
20210919_011301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_011401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_011501_2_4,3,2,4,2,24,1,1,0,1,1,1,1,1,0
20210919_011601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_011701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_011801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_011901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_012001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_012101_2_4,3,2,4,2,24,1,1,1,0,1,1,1,1,0
20210919_012201_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_012301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_012401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_012501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_012601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_012701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_012801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_012901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_013001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_013101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_013201_2_4,3,2,4,2,24,1,1,0,1,1,1,1,1,0
20210919_013301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_013401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_013501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_013601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_013701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_013801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_013901_2_4,3,2,4,2,24,1,1,0,1,1,1,1,1,0
20210919_014001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_014101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_014201_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_014301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_014401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_014501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_014601_2_4,3,2,4,2,24,1,1,1,0,1,1,1,1,0
20210919_014701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_014801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_014901_2_4,3,2,4,2,24,1,1,0,1,1,1,1,1,0
20210919_015001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_015101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_015201_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_015301_2_4,3,2,4,2,24,1,1,1,1,1,1,0,1,0
20210919_015401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_015501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_015601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_015701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_015801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_015901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_020001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_020101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_020201_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_020301_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_020401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_020501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_020601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_020701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_020801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_020901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_021001_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_021101_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_021201_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_021301_2_4,3,2,4,2,24,1,1,1,0,1,1,1,1,0
20210919_021401_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_021501_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_021601_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_021701_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_021801_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
20210919_021901_2_4,3,2,4,2,24,1,1,1,1,1,1,1,1,1
