serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20210917_073101_1_2,1,1,2,1,8,1,1,1,0,1,1,1,1,0
20210917_073201_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_073301_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_073401_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_073501_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_073601_1_2,1,1,2,1,8,1,0,1,1,1,1,1,1,0
20210917_073701_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_073801_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_073901_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_074001_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_074101_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_074201_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_074301_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_074401_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_074501_1_2,1,1,2,1,8,1,1,1,1,1,1,0,1,0
20210917_074601_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_074701_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_074801_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_074901_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_075001_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_075101_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_075201_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_075301_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_075401_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_075501_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_075601_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_075701_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_075801_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_075901_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_080001_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_080101_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_080201_1_2,1,1,2,1,8,1,1,1,0,1,1,1,1,0
20210917_080301_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_080401_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_080501_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_080601_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_080701_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_080801_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_080901_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_081001_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_081101_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_081201_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_081301_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_081401_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_081501_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_081601_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_081701_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_081801_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_081901_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_082001_1_2,1,1,2,1,8,1,0,1,1,1,1,1,1,0
20210917_082101_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_082201_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_082301_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_082401_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_082501_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_082601_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_082701_1_2,1,1,2,1,8,1,1,1,0,1,1,1,1,0
20210917_082801_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_082901_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_083001_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_083101_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_083201_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_083301_1_2,1,1,2,1,8,1,1,1,0,1,1,1,1,0
20210917_083401_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_083501_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_083601_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_083701_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_083801_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
20210917_083901_1_2,1,1,2,1,8,1,1,1,1,1,1,1,1,1
