serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211013_080201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_080301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_080401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_080501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_080601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_080701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_080801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_080901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_081001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_081101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_081201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_081301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_081401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_081501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_081601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_081701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_081801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_081901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_082001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_082101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_082201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_082301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_082401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_082501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_082601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_082701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_082801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_082901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_083001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_083101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_083201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_083301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_083401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_083501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_083601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_083701_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_083801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_083901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_084001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_084101_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_084201_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_084301_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_084401_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_084501_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_084601_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_084701_1_1,1,1,1,1,2,1,1,1,0,1,1,1,1,0
20211013_084801_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_084901_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
20211013_085001_1_1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
