serial_no,wo_no,plant_cd,line_cd,item_cd,worker_no,dimcheck_x,dimcheck_y,holecheck_xc,holecheck_yc,dimcheck_hx,dimcheck_wy,holecheck_d,holecheck_ratio,check_result
20211012_171301_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_171401_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_171501_2_5,4,2,5,2,28,1,1,1,0,1,1,1,1,0
20211012_171601_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_171701_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_171801_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_171901_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_172001_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_172101_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_172201_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_172301_2_5,4,2,5,2,28,1,0,1,1,1,1,1,1,0
20211012_172401_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_172501_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_172601_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_172701_2_5,4,2,5,2,28,1,1,1,0,1,1,1,1,0
20211012_172801_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_172901_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_173001_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_173101_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_173201_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_173301_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_173401_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_173501_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_173601_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_173701_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_173801_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_173901_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_174001_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_174101_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_174201_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_174301_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
20211012_174401_2_5,4,2,5,2,28,1,1,1,1,1,1,1,1,1
